id,name,description,detail,summary,category,price,brand,promotion,quantity,view,created_at,updated_at
28,Laptop Dell Vostro 3530 V5I5267W1 - Cũ Trầy Xước,"Mua Laptop Dell Vostro 3530 V5I5267W1 cũ giá rẻ - Nguồn gốc rõ ràng, bảo hành 6-12 tháng, đổi mới 30 ngày, luôn xuất bán đầy đủ VAT.","- Loại card đồ họa: Intel Iris Xe Graphics có điều kiện khi sử dụng Dual RAM (với Ram 8GB : Intel UHD)
- Dung lượng RAM: 8GB
- Loại RAM: DDR4 3200Mhz
- Số khe ram: 2 khe
- Ổ cứng: SSD 256GB NVMe
- Kích thước màn hình: 15.6 inches
- Công nghệ màn hình: 15.6 inch FHD (1920 x 1080) 250 nits WVA Anti- Glare LED Backlit Narrow Border Display
- Pin: 3 Cell, 41 Wh
- Hệ điều hành: Windows 11 Home
- Độ phân giải màn hình: 1920 x 1080 pixels (FullHD)
- Loại CPU: Intel Core i5-1335U (tối đa 4.60 GHz, 12MB)
- Cổng giao tiếp: 1 x Ethernet RJ-451 USB 3.2 Gen 1 port1 USB 2.0 port1 USB 3.2 Gen 1 Type-C® port1 USB 3.2 Gen 1 Type-C® port with DisplayPort Alt Mode 1.4/Power Delivery1 Universal audio port1 HDMI 1.4 port","Mua Laptop Dell Vostro 3530 V5I5267W1 cũ giá rẻ - Nguồn gốc rõ ràng, bảo hành 6-12 tháng, đổi mới 30 ngày, luôn xuất bán đầy đủ VAT.",Laptop,9390000,Lenovo,2,175,0,2026-03-29 00:49:37,2026-03-29 00:49:37
29,Laptop Lenovo IdeaPad Slim 3 OLED 15IRH10 83K1002NVN - Cũ Trầy Xước,"Mua ngay Laptop Lenovo IdeaPad Slim 3 15IRH10 83K1002NVN cũ giá rẻ - Nguồn gốc rõ ràng, bảo hành 6-12 tháng, đổi mới 30 ngày, luôn xuất bán đầy đủ VAT.","- Loại card đồ họa: Intel UHD Graphics
- Dung lượng RAM: 24GB
- Loại RAM: DDR5-4800
- Số khe ram: 2 khe (8GB Soldered DDR5-4800 + 16GB SO-DIMM DDR5-4800, tối đa 24GB)
- Ổ cứng: 512GB SSD M.2 2242 PCIe 4.0x4 NVMe (Tối đa hai ổ đĩa, 2x M.2 SSD • M.2 2242 SSD lên đến 1TB)
- Kích thước màn hình: 15.1 inches
- Công nghệ màn hình: Độ sáng 500nits Glossy Độ phủ màu 100% DCI-P3 DisplayHDR True Black 600
- Pin: 60WhĐầu tròn 65W (3 chân)
- Hệ điều hành: Windows 11 Home Single Language, English
- Độ phân giải màn hình: 2560 x 1600 (WQXGA)
- Loại CPU: Intel Core i5-13420H, 8 lõi (4P + 4E) / 12 luồng, P-core 2.1 / 4.6GHz, E-core 1.5 / 3.4GHz, 12MB
- Cổng giao tiếp: 2x USB-A (USB 5Gbps / USB 3.2 Gen 1) 1x USB-C (USB 5Gbps / USB 3.2 Gen 1), với USB PD 3.0 và DisplayPort 1.2 1x HDMI 1.4 1x giắc cắm kết hợp tai nghe / micrô (3.5 mm) 1x đầu đọc thẻ SD 1x đầu nối nguồn","Mua ngay Laptop Lenovo IdeaPad Slim 3 15IRH10 83K1002NVN cũ giá rẻ - Nguồn gốc rõ ràng, bảo hành 6-12 tháng, đổi mới 30 ngày, luôn xuất bán đầy đủ VAT.",Laptop,16790000,Lenovo,0,86,0,2026-03-29 00:49:37,2026-03-29 00:49:37
30,Laptop Lenovo LOQ 15IAX9E 83LK0079VN - Cũ Xước Cấn,"Mua ngay Laptop Lenovo LOQ 15IAX9E 83LK0079VN cũ giá rẻ - Nguồn gốc rõ ràng, bảo hành 6-12 tháng, đổi mới 30 ngày, luôn xuất bán đầy đủ VAT.","- Chip AI: AI-Powered Gaming PC
- Loại card đồ họa: NVIDIA GeForce RTX 3050 6GB GDDR6, Boost Clock 1432MHz, TGP 65W, 142 AI TOPS
- Dung lượng RAM: 16GB
- Loại RAM: SO-DIMM DDR5-4800
- Số khe ram: 1 khe (1x 16GB, nâng cấp tối đa 32GB DDR5-4800)
- Ổ cứng: 512GB SSD M.2 2242 PCIe 4.0x4 NVMe (Tối đa hai ổ đĩa, 2x M.2 SSD • M.2 2242 SSD tối đa 1TB mỗi ổ)
- Kích thước màn hình: 15.6 inches
- Công nghệ màn hình: Độ sáng 300nits Màn hình chống chóiĐộ phủ màu 100% sRGB
- Pin: 57Wh135W Slim Tip (3-pin)
- Hệ điều hành: Windows 11 Home Single Language, English
- Độ phân giải màn hình: 1920 x 1080 pixels (FullHD)
- Loại CPU: Intel Core i5-12450HX, 8C (4P + 4E) / 12T, P-core up to 4.4GHz, E-core up to 3.1GHz, 12MB
- Cổng giao tiếp: 2x USB-A (5Gbps / USB 3.2 Gen 1) 1x USB-C (5Gbps / USB 3.2 Gen 1), chỉ truyền dữ liệu 1x HDMI 2.1, lên đến 8K/60Hz 1x giắc cắm kết hợp tai nghe / micrô (3.5mm) 1x Ethernet (RJ-45) 1x Đầu đọc thẻ 1x Đầu nối nguồn","Mua ngay Laptop Lenovo LOQ 15IAX9E 83LK0079VN cũ giá rẻ - Nguồn gốc rõ ràng, bảo hành 6-12 tháng, đổi mới 30 ngày, luôn xuất bán đầy đủ VAT.",Laptop,15590000,Lenovo,0,7,0,2026-03-29 00:49:37,2026-03-29 00:49:37
31,Laptop Lenovo Thinkbook X G2 IAH 21TU0002CD - Cũ Đẹp,"Mua Laptop Lenovo Thinkbook X G2 IAH 21TU0002CD cũ giá rẻ - Nguồn gốc rõ ràng, bảo hành 6-12 tháng, đổi mới 30 ngày, luôn xuất bán đầy đủ VAT.","- Chip AI: Intel AI Boost
- Loại card đồ họa: Intel® Arc™ 140T
- Dung lượng RAM: 32GB
- Loại RAM: LPDDR5x 8400MHz
- Ổ cứng: 1TB PCIe NVMe M.2 SSD gen 4
- Kích thước màn hình: 13.5 inches
- Công nghệ màn hình: 13.5 inch, 2.8K (2880x1920), IPS, 500 nits, 120Hz, 100% sRGB
- Pin: 4 cell 74whr
- Hệ điều hành: Windows 11
- Độ phân giải màn hình: 2880 x 1920 pixels
- Loại CPU: Intel® Core™ Ultra 5 225H (14 nhân 14 luồng, xung nhịp tối đa có thể đạt P-core 4.9GHz / E-core 4.3GHz, 18 MB Intel® Smart Cache)
- Cổng giao tiếp: 3x USB Type-C1x 3.5mm headphone/microphone combo jack","Mua Laptop Lenovo Thinkbook X G2 IAH 21TU0002CD cũ giá rẻ - Nguồn gốc rõ ràng, bảo hành 6-12 tháng, đổi mới 30 ngày, luôn xuất bán đầy đủ VAT.",Laptop,21290000,Lenovo,0,197,0,2026-03-29 00:49:37,2026-03-29 00:49:37
32,Laptop Lenovo ThinkPad P16V Gen 1 21FC001YUS - Cũ Trầy Xước,"Mua Laptop Lenovo ThinkPad P16V Gen 1 21FC001YUS cũ giá rẻ - Nguồn gốc rõ ràng, bảo hành 6-12 tháng, đổi mới 30 ngày, luôn xuất bán đầy đủ VAT.","- Loại card đồ họa: NVIDIA® RTX A500 4GB GDDR6
- Dung lượng RAM: 64GB
- Loại RAM: DDR5
- Ổ cứng: M2.2280 512GB
- Kích thước màn hình: 16 inches
- Công nghệ màn hình: Full HD (1920x1200)IPS300nitsAntiglare100% sRGB
- Pin: Integrated Li-Polymer 90Wh battery
- Hệ điều hành: Windows 11 Pro
- Độ phân giải màn hình: 1920 x 1200 pixels
- Loại CPU: 13th Generation Intel® Core™ i7 13700H Processor Base Frequency 3.70GHz, Max Turbo 5.00GHz ( 14 Cores, 20 Threads, 24MB Smart Cache)
- Cổng giao tiếp: 2x USB 3.2 Gen 1 (one Always On)2x Thunderbolt™ 4 / USB4® 40Gbps (support data transfer, Power Delivery 3.0 and DisplayPort™ 1.4)1x HDMI® 2.1, up to 8K/60Hz1x Headphone / microphone combo jack (3.5mm)1x SD Express 7.0 card reader1x Sec","Mua Laptop Lenovo ThinkPad P16V Gen 1 21FC001YUS cũ giá rẻ - Nguồn gốc rõ ràng, bảo hành 6-12 tháng, đổi mới 30 ngày, luôn xuất bán đầy đủ VAT.",Laptop,21090000,Lenovo,0,139,0,2026-03-29 00:49:37,2026-03-29 00:49:37
33,Laptop Lenovo Thinkpad Z16 Gen 1 21D4000CUS - Cũ Trầy Xước,"Mua Laptop Lenovo Thinkpad Z16 Gen 1 21D4000CUS cũ giá rẻ - Nguồn gốc rõ ràng, bảo hành 6-12 tháng, đổi mới 30 ngày, luôn xuất bán đầy đủ VAT.","- Loại card đồ họa: AMD Radeon™ 680M
- Dung lượng RAM: 16GB
- Loại RAM: LPDDR5 6400MHz
- Ổ cứng: SSD 512GB M.2 2280 PCIe® 4.0 (Nâng cấp)
- Kích thước màn hình: 16 inches
- Công nghệ màn hình: 16&quot; WUXGA (1920x1200) Non-touch, IPS, 400nits, Anti-glare, 16:10, 100% sRGB, 60Hz, Low power, TÜV Low Blue Light
- Pin: 72Wh
- Hệ điều hành: Windows 11
- Độ phân giải màn hình: 1920 x 1200 pixels (WUXGA)
- Loại CPU: AMD Ryzen™ 7 PRO 6850H (8 Cores, 16 Threads, 3,2 GHz Base, 4,7 GHz Turbo, 16MB Cache)
- Cổng giao tiếp: 1 x combo jack (3,5mm)1 x đầu đọc thẻ SD1 x USB-C® 3.2 Gen 22 x USB4® 40Gbps (hỗ trợ truyền dữ liệu, Power Delivery 3.0 và DisplayPort™ 1.4a)","Mua Laptop Lenovo Thinkpad Z16 Gen 1 21D4000CUS cũ giá rẻ - Nguồn gốc rõ ràng, bảo hành 6-12 tháng, đổi mới 30 ngày, luôn xuất bán đầy đủ VAT.",Laptop,13290000,Lenovo,0,161,0,2026-03-29 00:49:37,2026-03-29 00:49:37
34,Laptop Lenovo Yoga Slim 7 14IMH9 83CV00D8VN - Đã Kích Hoạt,"Mua ngay Laptop Lenovo Yoga Slim 7 14IMH9 83CV00D8VN cũ giá rẻ - Nguồn gốc rõ ràng, bảo hành 6-12 tháng, đổi mới 30 ngày, luôn xuất bán đầy đủ VAT.","- Chip AI: Intel AI Boost, up to 11 TOPS
- Loại card đồ họa: Intel Arc Graphics
- Dung lượng RAM: 16GB
- Loại RAM: LPDDR5-6400
- Số khe ram: Onboard không nâng cấp
- Ổ cứng: 1TB SSD M.2 2242 PCIe 4.0x4 NVMe
- Kích thước màn hình: 14 inches
- Công nghệ màn hình: Độ sáng 400nits Độ phủ màu 100% DCI-P3EyesafeDolby VisionDisplayHDR True Black 500
- Pin: 65Wh, 65W USB-C Slim (Wall-mount)
- Hệ điều hành: Windows 11 Home Single Language, English + Microsoft 365 Basic + Office Home 2024
- Độ phân giải màn hình: 1920 x 1200 pixels (WUXGA)
- Loại CPU: Intel Core Ultra 5 125H, 14 lõi (4P + 8E + 2LPE) / 18 luồng, Max Turbo up to 4.5GHz, 18MB
- Cổng giao tiếp: 1x USB-A (USB 5Gbps / USB 3.2 Gen 1), Luôn bật 2x USB-C (Thunderbolt 4 / USB 4 40Gbps), với USB PD 3.1 và DisplayPort 1.4 1x HDMI 2.1, lên đến 4K/60Hz 1x Giắc cắm kết hợp tai nghe/micrô (3.5mm)","Mua ngay Laptop Lenovo Yoga Slim 7 14IMH9 83CV00D8VN cũ giá rẻ - Nguồn gốc rõ ràng, bảo hành 6-12 tháng, đổi mới 30 ngày, luôn xuất bán đầy đủ VAT.",Laptop,20890000,Lenovo,0,114,0,2026-03-29 00:49:37,2026-03-29 00:49:37
35,Laptop MSI Gaming GF63 Thin 10SC-813VN - Cũ Trầy Xước,"Mua Laptop MSI Gaming GF63 Thin 10SC-813VN cũ giá rẻ - Nguồn gốc rõ ràng, bảo hành 6-12 tháng, đổi mới 30 ngày, luôn xuất bán đầy đủ VAT.","- Loại card đồ họa: NVIDIA GeForce GTX 1650 4GB
- Dung lượng RAM: 16GB
- Loại RAM: LPDDR5x 8400MHz
- Ổ cứng: SSD 512GB
- Kích thước màn hình: 15.6 inches
- Công nghệ màn hình: 15.6 inch Full HDIPSViền màn hình siêu mỏng
- Pin: 7 giờ
- Hệ điều hành: Windows 10
- Loại CPU: Intel Core i7 10750H thế hệ 10 xung nhịp 2,60 GHz Turbo Boost 5,00 GHz, bộ nhớ đệm 12MB, 6 nhân 12 luồng","Mua Laptop MSI Gaming GF63 Thin 10SC-813VN cũ giá rẻ - Nguồn gốc rõ ràng, bảo hành 6-12 tháng, đổi mới 30 ngày, luôn xuất bán đầy đủ VAT.",Laptop,8990000,MSI,2,118,0,2026-03-29 00:49:37,2026-03-29 00:49:37
36,Laptop MSI Gaming Katana A15 AI B8VE-402VN - Cũ Trầy Xước,"Mua ngay Laptop MSI Gaming Katana AI B8VE-402VN cũ giá rẻ - Nguồn gốc rõ ràng, bảo hành 6-12 tháng, đổi mới 30 ngày, luôn xuất bán đầy đủ VAT.","- Loại card đồ họa: NVIDIA GeForce RTX 4050 Laptop GPU 6GB GDDR6
- Dung lượng RAM: 16GB
- Loại RAM: DDR5-5600
- Số khe ram: 2 khe (Nâng cấp tối đa 64GB)
- Ổ cứng: 512GB SSD 2x M.2 (NVMe PCIe Gen4)
- Kích thước màn hình: 15.6 inches
- Pin: 3-Cell 53.5 Battery (Whr)
- Hệ điều hành: Windows 11 Home
- Độ phân giải màn hình: 1920 x 1080 pixels (FullHD)
- Loại CPU: AMD Ryzen R7-8845HS có kiến ​​trúc AMD XDNA
- Cổng giao tiếp: 1x Mic-in/Headphone-out Combo Jack 1x Type-C (USB3.2 Gen1 / DP) 2x Type-A USB3.2 Gen1 1x Type-A USB2.0 1x HDMI 2.1 (8K @ 60Hz / 4K @ 120Hz) 1x RJ45","Mua ngay Laptop MSI Gaming Katana AI B8VE-402VN cũ giá rẻ - Nguồn gốc rõ ràng, bảo hành 6-12 tháng, đổi mới 30 ngày, luôn xuất bán đầy đủ VAT.",Laptop,18590000,MSI,2,31,0,2026-03-29 00:49:37,2026-03-29 00:49:37
37,Laptop MSI Katana 15 B13UDXK-2213VN - Cũ Xước Cấn,"Mua ngay Laptop MSI Katana 15 B13UDXK-2213VN cũ giá rẻ - Nguồn gốc rõ ràng, bảo hành 6-12 tháng, đổi mới 30 ngày, luôn xuất bán đầy đủ VAT.","- Loại card đồ họa: NVIDIA GeForce RTX 3050, GDDR6 6GB Intel Graphics
- Dung lượng RAM: 16GB
- Loại RAM: DDR5 5200Mhz
- Số khe ram: 2 khe (2 x 8GB, nâng cấp tối đa 64 GB)
- Ổ cứng: 1TB NVMe PCIe SSD Gen4x4 w/o DRAM, 2 khe đã sử dụng 1 khe
- Kích thước màn hình: 15.6 inches
- Công nghệ màn hình: Độ phủ màu 45% NTSC Màn hình chống chói
- Pin: 3 cell, 53.5Whr
- Hệ điều hành: Windows 11 Home SEA
- Độ phân giải màn hình: 1920 x 1080 pixels (FullHD)
- Loại CPU: Intel Core i5-13500H (Tốc độ CPU (Base): 3.5Ghz / Tốc độ CPU Tối đa (Turbo Boost): 4.7GHz / Bộ nhớ đệm: 18MB)
- Cổng giao tiếp: 1x Type-C (USB3.2 Gen1 / DP) 2x Type-A USB3.2 Gen1 1x Type-A USB2.0 1x HDMI 2.1 (8K @ 60Hz / 4K @ 120Hz) 1x RJ45","Mua ngay Laptop MSI Katana 15 B13UDXK-2213VN cũ giá rẻ - Nguồn gốc rõ ràng, bảo hành 6-12 tháng, đổi mới 30 ngày, luôn xuất bán đầy đủ VAT.",Laptop,15090000,MSI,45,165,0,2026-03-29 00:49:37,2026-03-29 00:49:37
38,Loa Bluetooth GOOJODOQ AB4092,"Mua Loa Bluetooth GOOJODOQ AB4092 chính hãng - Giá tốt, bảo hành uy tín, giao hàng tận nơi toàn quốc. Mua ngay GOOJODOQ AB4092 tại đây.","- Công suất: 60 W
- Thời lượng pin: 3 giờ
- Cổng kết nối: AUXUSBTF Card
- Số loa kết nối cùng lúc: 2
- Tính năng khác: Hỗ trợ thẻ nhớ
- Hãng sản xuất: Goojodoq","Mua Loa Bluetooth GOOJODOQ AB4092 chính hãng - Giá tốt, bảo hành uy tín, giao hàng tận nơi toàn quốc. Mua ngay GOOJODOQ AB4092 tại đây.",Khác,1639000,Goojodoq,2,144,0,2026-03-29 00:49:37,2026-03-29 00:49:37
39,Loa Bluetooth GOOJODOQ AB4094,"Mua Loa Bluetooth GOOJODOQ AB4094 chính hãng - Giá tốt, bảo hành uy tín, giao hàng tận nơi toàn quốc. Mua ngay GOOJODOQ AB4094 tại đây.","- Tính năng khác: Hỗ trợ thẻ nhớ
- Hãng sản xuất: Goojodoq","Mua Loa Bluetooth GOOJODOQ AB4094 chính hãng - Giá tốt, bảo hành uy tín, giao hàng tận nơi toàn quốc. Mua ngay GOOJODOQ AB4094 tại đây.",Khác,159000,Goojodoq,2,113,0,2026-03-29 00:49:37,2026-03-29 00:49:37
40,Loa Bluetooth GOOJODOQ AB4095,"Mua Loa Bluetooth GOOJODOQ AB4095 chính hãng - Giá tốt, bảo hành uy tín, giao hàng tận nơi toàn quốc. Mua ngay GOOJODOQ AB4095 tại đây.","- Trọng lượng: 229 g
- Công nghệ âm thanh: Âm thanh Stereo
- Công suất: 5 W
- Thời lượng pin: 5 giờ (ở mức âm lượng 70%, tắt đèn)
- Tính năng khác: 3 mức độ ánh sángGhép nối TWS
- Hãng sản xuất: Goojodoq","Mua Loa Bluetooth GOOJODOQ AB4095 chính hãng - Giá tốt, bảo hành uy tín, giao hàng tận nơi toàn quốc. Mua ngay GOOJODOQ AB4095 tại đây.",Khác,339000,Goojodoq,70,86,0,2026-03-29 00:49:37,2026-03-29 00:49:37
41,Loa Bluetooth tích hợp đèn ngủ GOOJODOQ AB4097,"Mua Loa Bluetooth tích hợp đèn ngủ GOOJODOQ AB4097 chính hãng - Giá tốt, bảo hành uy tín, giao hàng tận nơi toàn quốc. Mua ngay GOOJODOQ AB4097 tại đây.","- Trọng lượng: 565 g
- Kích thước: 75 x 240 mm
- Công suất: 10 W
- Thời lượng pin: 3 – 5 giờ (ở mức âm lượng 50%)
- Cổng kết nối: AUX TF/Micro SD
- Tính năng khác: 24 chế độ đèn LEDĐộ trễ thấpGhép nối TWS
- Cấu tạo: 2 loa 52 mm
- Hãng sản xuất: Goojodoq","Mua Loa Bluetooth tích hợp đèn ngủ GOOJODOQ AB4097 chính hãng - Giá tốt, bảo hành uy tín, giao hàng tận nơi toàn quốc. Mua ngay GOOJODOQ AB4097 tại đây.",Khác,180000,Goojodoq,50,174,0,2026-03-29 00:49:37,2026-03-29 00:49:37
42,Màn hình LG 24U411A-B 24 inch - Đã Kích Hoạt,"Mua Màn hình LG 24U411A-B 24 inch cũ giá rẻ - Nguồn gốc rõ ràng, bảo hành 6-12 tháng, đổi mới 30 ngày, luôn xuất bán đầy đủ VAT.","- Kích thước thực tế (bao gồm viền): 24 inches
- Tấm nền: IPS
- Tỉ lệ màn hình: 16:9
- Tần số quét: 120 Hz
- Thời gian phản hồi: 1ms
- Treo tường: 100 x 100 mm
- Cổng kết nối: D-Sub HDMI
- Độ phân giải màn hình: 1920 x 1080 pixels","Mua Màn hình LG 24U411A-B 24 inch cũ giá rẻ - Nguồn gốc rõ ràng, bảo hành 6-12 tháng, đổi mới 30 ngày, luôn xuất bán đầy đủ VAT.",Khác,1790000,LG,2,176,0,2026-03-29 00:49:37,2026-03-29 00:49:37
43,Màn hình MSI Pro MP243L E14 24 inch - Cũ Đẹp,"Mua Màn hình MSI Pro MP243L E14 24 inch cũ giá rẻ - Nguồn gốc rõ ràng, bảo hành 6-12 tháng, đổi mới 30 ngày, luôn xuất bán đầy đủ VAT.","- Kích thước thực tế (bao gồm viền): 24 inches
- Tấm nền: IPS
- Tỉ lệ màn hình: 16:9
- Tần số quét: 144 Hz
- Thời gian phản hồi: 1ms
- Treo tường: 100 x 100 mm
- Cổng kết nối: 1x HDMI 2.0 (FHD@144Hz) 1x D-Sub (VGA)
- Kích thước: Có chân đế: 541.93 x 181.15 x 397.46 mmKhông chân đế: 541.93 x 43.71 x 322.25 mm
- Trọng lượng: Có chân đế: 4.75 kgKhông chân đế: 2.94 kg
- Độ phân giải màn hình: 1920 x 1080 pixels","Mua Màn hình MSI Pro MP243L E14 24 inch cũ giá rẻ - Nguồn gốc rõ ràng, bảo hành 6-12 tháng, đổi mới 30 ngày, luôn xuất bán đầy đủ VAT.",Khác,1490000,MSI,2,61,0,2026-03-29 00:49:37,2026-03-29 00:49:37
44,Máy tính bảng Huawei MatePad Pro 12.2 2025 12GB 512GB - Cũ trầy xước,"Mua máy tính bảng Huawei MatePad Pro 2025 cũ giá rẻ - Nguồn gốc rõ ràng, bảo hành 6-12 tháng, đổi mới 30 ngày, luôn xuất bán đầy đủ VAT.","- Kích thước màn hình: 12.2 inches
- Công nghệ màn hình: Tandem OLED PaperMatte
- Camera sau: 50 MP (f/1.8, AF) + 8 MP góc rộng (f/2.2, FF)
- Camera trước: 8 MP (f/2.0, FF)
- Dung lượng RAM: 12 GB
- Bộ nhớ trong: 512 GB
- Pin: 10.100 mAh
- Hệ điều hành: HarmonyOS 4.3
- Độ phân giải màn hình: 2800 x 1840 pixels
- Tính năng màn hình: 1.07 tỷ màu2000 nitsGam màu rộng P3274 ppiĐộ tương phản 2,000,000:1
- Tương thích: Bút cảm ứng Huawei M-PencilBàn phím trượt Huawei Glide","Mua máy tính bảng Huawei MatePad Pro 2025 cũ giá rẻ - Nguồn gốc rõ ràng, bảo hành 6-12 tháng, đổi mới 30 ngày, luôn xuất bán đầy đủ VAT.",Khác,12690000,Huawei,2,46,0,2026-03-29 00:49:37,2026-03-29 00:49:37
45,Ốp lưng iPhone 11 Pro Max Likgus BVC Clear,"Mua Ốp lưng iPhone 11 Pro Max Likgus BVC Clear chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.","- Dòng sản phẩm: iPhone 11 Pro max
- Phân loại ốp: Chống sốc, Ốp trong
- Tính năng: Siêu mỏng, Chống sốc, va đập, Chống trầy xước
- Hãng sản xuất: Likgus","Mua Ốp lưng iPhone 11 Pro Max Likgus BVC Clear chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.",Điện thoại,110000,Likgus,0,85,0,2026-03-29 00:49:37,2026-03-29 00:49:37
46,Ốp lưng iPhone 12 Pro Max Likgus with Magsafe Clear,"Mua Ốp lưng iPhone 12 Pro Max Likgus with Magsafe Clear chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.","- Dòng sản phẩm: iPhone 12 Pro Max
- Phân loại ốp: Chống sốc, Ốp trong
- Tính năng: Hỗ trợ sạc MagSafe, Hỗ trợ sạc không dây, Siêu mỏng, Chống sốc, va đập, Chống trầy xước
- Hãng sản xuất: Likgus","Mua Ốp lưng iPhone 12 Pro Max Likgus with Magsafe Clear chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.",Điện thoại,150000,Likgus,2,122,0,2026-03-29 00:49:37,2026-03-29 00:49:37
47,Ốp lưng iPhone 14 Pro ESR Air Armor Clear,"Mua Ốp lưng iPhone 14 Pro ESR Air Armor Clear chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.","- Dòng sản phẩm: iPhone 14 Pro
- Phân loại ốp: Chống sốc, Ốp trong, Ốp nhựa cứng
- Tính năng: Chống sốc, va đập, Chống trầy xước
- Hãng sản xuất: ESR","Mua Ốp lưng iPhone 14 Pro ESR Air Armor Clear chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.",Điện thoại,99000,ESR,0,32,0,2026-03-29 00:49:37,2026-03-29 00:49:37
48,Ốp lưng iPhone 14 Pro Itskins Ballistic R Nylon,"Mua Ốp lưng iPhone 14 Pro Itskins Ballistic R Nylon chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc","- Dòng sản phẩm: iPhone 14 Pro
- Phân loại ốp: Chống sốc
- Tính năng: Siêu mỏng, Chống sốc, va đập, Chống trầy xước
- Hãng sản xuất: Itskins","Mua Ốp lưng iPhone 14 Pro Itskins Ballistic R Nylon chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc",Điện thoại,99000,Itskins,0,56,0,2026-03-29 00:49:37,2026-03-29 00:49:37
49,Ốp lưng iPhone 14 Pro TGVIS Space Cool Sky,"Mua Ốp lưng iPhone 14 Pro TGVIS Space Cool Sky chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, bảo hành uy tín, giao hàng tận nơi toàn quốc.","- Dòng sản phẩm: iPhone 14 Pro
- Phân loại ốp: Chống sốc, Ốp dẻo
- Tính năng: Chống sốc, va đập, Chống trầy xước
- Hãng sản xuất: TGVIS","Mua Ốp lưng iPhone 14 Pro TGVIS Space Cool Sky chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, bảo hành uy tín, giao hàng tận nơi toàn quốc.",Điện thoại,99000,TGVIS,2,56,0,2026-03-29 00:49:37,2026-03-29 00:49:37
50,Ốp lưng iPhone 14 Pro TGVIS Space Space Man,"Mua Ốp lưng iPhone 14 Pro TGVIS Space Space Man chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, bảo hành uy tín, giao hàng tận nơi toàn quốc.","- Dòng sản phẩm: iPhone 14 Pro
- Phân loại ốp: Chống sốc, Ốp dẻo
- Tính năng: Hỗ trợ sạc không dây, Chống sốc, va đập, Chống trầy xước
- Hãng sản xuất: TGVIS","Mua Ốp lưng iPhone 14 Pro TGVIS Space Space Man chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, bảo hành uy tín, giao hàng tận nơi toàn quốc.",Điện thoại,99000,TGVIS,2,54,0,2026-03-29 00:49:37,2026-03-29 00:49:37
51,Ốp lưng iPhone 15 Likgus with Magsafe Clear,"Mua Ốp lưng iPhone 15 Likgus with Magsafe Clear chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.","- Dòng sản phẩm: iPhone 15
- Phân loại ốp: Chống sốc, Ốp trong
- Tính năng: Hỗ trợ sạc MagSafe, Hỗ trợ sạc không dây, Siêu mỏng, Chống sốc, va đập, Chống trầy xước
- Hãng sản xuất: Likgus","Mua Ốp lưng iPhone 15 Likgus with Magsafe Clear chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.",Điện thoại,140000,Likgus,0,129,0,2026-03-29 00:49:37,2026-03-29 00:49:37
52,Ốp lưng iPhone 15 Pro Araree Nukin Clear,"Mua Ốp lưng iPhone 15 Pro Araree Nukin Clear chính hãng - Giá rẻ, đảm bảo","- Chất liệu: Polycarbonate
- Dòng sản phẩm: iPhone 15 Pro
- Phân loại ốp: Chống sốc, Ốp trong
- Tính năng: Siêu mỏng, Chống sốc, va đập, Chống ngả màu, Chống trầy xước
- Hãng sản xuất: Araree","Mua Ốp lưng iPhone 15 Pro Araree Nukin Clear chính hãng - Giá rẻ, đảm bảo",Điện thoại,150000,Araree,0,57,0,2026-03-29 00:49:37,2026-03-29 00:49:37
